file_path,line_number,hardcoded_literal,match_category,proposed_alias,confidence,auto_fixable,manual_review_required,severity_risk,context,runtime_executed,generated_or_archive,docs_reference_only,intentional_example,triage_class,canonical_source
AI_Studio\4_Archive\DiscordData\discord_export_general.json,664967,\\n,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""```\n$SSH_HOST = 'yourURLorIP';\n$SSH_PORT = 22;\n$SSH_USER = 'Database Username';\n$SSH",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,665284,n:\n\ncd,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""No sir, SSH2\n\nTo install phpseclib3 (SSH2 support) or libssh2 / PHP SSH2 extension on ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,665284,s:\n\nrequire,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""No sir, SSH2\n\nTo install phpseclib3 (SSH2 support) or libssh2 / PHP SSH2 extension on ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,665284,\\Net\\SSH2;,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""No sir, SSH2\n\nTo install phpseclib3 (SSH2 support) or libssh2 / PHP SSH2 extension on ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,668540,D:\\wowserver,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""for example like this D:\\wowserver"",",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,670638,\\RelWithDebInfo\\UniServerZ\\core\\apache2\\conf\\extra,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""usually in apache folder bin\\RelWithDebInfo\\UniServerZ\\core\\apache2\\conf\\extra"",",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,679987,C:\\Program,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""That means @Raayhou, go to Battle.net and download the Battle.net client, download and i",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,680112,\\bin\\RelWithDebInfo`,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""Once you do that @Raayhou you can edit your Config.wtf inside `_retail_/WTF` change `por",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,680112,"\\bin\\RelWithDebInfo`\n\nNext,",Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""Once you do that @Raayhou you can edit your Config.wtf inside `_retail_/WTF` change `por",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,680205,C:\\Program,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Arctium belongs in the `_retail_` folder inside C:\\Program Files (x86)\\World of Warcra",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,680230,y:\n\nI,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Alright, so if I understand correctly:\n\nI download the official WoW > I download the o",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,680978,e:\nhttps://warspire.fpr.net/download/db2/11.2.5.64502_ALL.rar\n\ndownload,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""You need to download the db2 files, you can get them here:\nhttps://warspire.fpr.net/dow",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,681133,C:\\Program,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""You need arctium in the `_retail_` folder inside C:\\Program Files (x86)\\World of Warcr",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,681736,e:\n\nDownload,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Hey guys just wondering if I can get some help please \uD83D\uDE42 I've tried to follow ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,681886,M:\\wowretailserver,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""The MySQL error log  in UniLauncher has no entries since 22nd November.  But just lookin",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,686473,y:\n-,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Anyone have an input thus far? @Fabian this is more or less what I was talking about bef",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,686473,e:\nhttps://arctium.app/launcher/Arctium%20Game%20Launcher%201.2.3.141+d2b54194d71135ab3109e99187aa934da355e9fd.zip\n(We,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Anyone have an input thus far? @Fabian this is more or less what I was talking about bef",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,686754,e:\n`warspire.fpr.net`,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""You can add mine:\n`warspire.fpr.net` it is on 64502 currently and is using Draconic rea",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,687583,e:\n\nAdded,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Thanks again!  Added all of these and also, Launcher update:\n\nAdded Auto-Updating so i",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,708988,C:\\Trinity\\RoleplayCore-master\\src\\server\\database\\Database\\MySQLConnection.cpp:600,Absolute Path,VOXCORE_ROOT,High,No,No,Low,"""content"": ""Does anyone know how to fix this worldserver error?\n\nC:\\Trinity\\RoleplayCore-master\",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,709833,o:\nCouldn’t,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""@Sicalicious\nResponse to:\nCouldn’t you edit via WowBlenderStudios?\nI tried, but it se",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,729302,d:\nrequests.exceptions.ProxyError:,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""i get this error An unexpected error occurred:\nrequests.exceptions.ProxyError: HTTPSCon",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,740671,s:\n\nPlease,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Version: 0.2.6.0\nArctium Server Region: Europe\n\n=====================================",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,746556,s:\nOlaf,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Maybe someone need that \n```\nBots:\nOlaf - Prot Paladin\nKamil - Frost Mage\nElden - R",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,746556,s:\njoin,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Maybe someone need that \n```\nBots:\nOlaf - Prot Paladin\nKamil - Frost Mage\nElden - R",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,750666,t:\nUsername:,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Hi!\nIf anyone needs a custom website for their WoW private server, I can help — designe",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,752825,t:\n-,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Make the account Weasy is on into a GM account:\n- .account set gmlevel AccountName 3 -1",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,753849,s:\n-,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""In your woldserver.conf do this:\n- Set Load.Locales = 1\n- Restart the server. \n- Why:",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,754543,s:\n.disp,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Yeah, the 11.0 → 12.0 packet changes broke transmog. I'm working on a rewrite to support",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,754543,s:\nBack:,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Yeah, the 11.0 → 12.0 packet changes broke transmog. I'm working on a rewrite to support",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,761546,\\__\n\\/_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,761546,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,761546,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,761546,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,761546,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,761546,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,761546,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,761546,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,761546,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,761546,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,761546,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,761546,\\__\\\\/`____,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,761798,\\__\n\\/_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,761798,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,761798,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,761798,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,761798,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,761798,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,761798,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,761798,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,761798,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,761798,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,761798,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_general.json,761798,\\__\\\\/`____,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""TrinityCore rev. unknown 1970-01-01 00:00:00 +0000 (Archived branch) (Windows, AMD64, Re",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_gettingstarted.json,482,s:\n1:,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""To help with the confusion on how to generate data files heres a few easy steps:\n1: Cop",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_sqlfixes.json,1397,e:\n`mysql,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Alternatively from commandline:\n`mysql -u trinity -p -D world < DFCutsceneSmartScripts.",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_sqlfixes.json,6974,f:\n\uD83D\uDD17,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""\uD83D\uDCCC Profession Header Persistence Fix (Logout/Relog issue)\n- Fix for professio",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_sqlfixes.json,7195,d:\n-,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""I tested it with every profession and they are all persisting. You can learn the skill v",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,2499,g:\n\nTrinityCore,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Noticed with the latest release that if the SQL Executible is missing from the .conf fil",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,2499,\\__\n\\/_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""Noticed with the latest release that if the SQL Executible is missing from the .conf fil",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,2499,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""Noticed with the latest release that if the SQL Executible is missing from the .conf fil",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,2499,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""Noticed with the latest release that if the SQL Executible is missing from the .conf fil",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,2499,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""Noticed with the latest release that if the SQL Executible is missing from the .conf fil",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,2499,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""Noticed with the latest release that if the SQL Executible is missing from the .conf fil",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,2499,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""Noticed with the latest release that if the SQL Executible is missing from the .conf fil",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,2499,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""Noticed with the latest release that if the SQL Executible is missing from the .conf fil",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,2499,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""Noticed with the latest release that if the SQL Executible is missing from the .conf fil",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,2499,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""Noticed with the latest release that if the SQL Executible is missing from the .conf fil",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,2499,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""Noticed with the latest release that if the SQL Executible is missing from the .conf fil",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,2499,\\_,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""Noticed with the latest release that if the SQL Executible is missing from the .conf fil",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,2499,\\__\\\\/`____,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""Noticed with the latest release that if the SQL Executible is missing from the .conf fil",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,2559,e:\n\nUsing,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Worldserver.conf fails when loading.\nError throws the following, once update the conf f",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,2559,c:\\source\\trinitycore).,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Worldserver.conf fails when loading.\nError throws the following, once update the conf f",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,2559,e:\nUpdates.EnableDatabases,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Worldserver.conf fails when loading.\nError throws the following, once update the conf f",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,2559,g:\nUpdates.EnableDatabases,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Worldserver.conf fails when loading.\nError throws the following, once update the conf f",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,4580,s:\nWorldSocket::HandleAuthSession:,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""Anyone else getting an error when trying to login?\nI am getting this:\nWorldSocket::Han",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,12860,d:\n\nYou,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""here is what i found:\n\nYou have to have the ports 3724 (3.3.5a / 4.3.4 authserver(lega",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,14318,d:\n\n7-zip,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""I've encountered this error on a fresh Windows Server 2022 (Win11 core).  The only softw",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,14318,C:\\WoW_Server\\[version]PreCompiled\\[contents]\n\nThe,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""I've encountered this error on a fresh Windows Server 2022 (Win11 core).  The only softw",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,17357,C:\\57388Precompiled\n,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""I have tried to setup the server on two different computers now, but both says “Apache f",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,17357,C:\\57388Precompiled\\bin\\RelWithDepInfo\n\nso,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""I have tried to setup the server on two different computers now, but both says “Apache f",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,17357,C:\\57388Precompiled\\bin\\RelWithDebInfo\\vmaps\n\ni,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""I have tried to setup the server on two different computers now, but both says “Apache f",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,21327,C:\\Trinity\\RoleplayCore-master\\src\\server\\database\\Database\\MySQLConnection.cpp:596,Absolute Path,VOXCORE_ROOT,High,No,No,Low,"""content"": ""/=====================================================\nException code: C0000420 An asse",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,21327,C:\\57534Precompiled\\bin\\RelWithDebInfo\\bnetserver.exe,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""/=====================================================\nException code: C0000420 An asse",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,29761,s:\n```\nmapextractor.exe\nmmaps_generator.exe\nvmap4assembler.exe\nvmap4extractor.exe\nlibssl-3-x64.dll\nlibcrypto-3-x64.dll\n```\nAlso,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""From the RelWithDebInfo folder.\nCopy the files:\n```\nmapextractor.exe\nmmaps_generator",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,30655,m:\n\nCertificatesFile,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""the client definitely works because i can load up blizzards world of warcraft (first pic",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,30992,h:\n\nxxxx.twilightparadox.com,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""so I did the IP instead of the hostname, saved it up, closed the server down, started th",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,32067,g:\n\ncurl,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""another discord user pilaf showed me how to ping the server earlier today, and running:\",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,32117,t:\n192.168.1.253,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""devices on my router at the moment:\n192.168.1.253 (static)\n192.168.1.204 static  UNrai",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,34210,D:\\WoW1\\Draconic\\Wow.exe\nCommand:,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""================================================================================\nWorld ",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,39222,e:\nWorld,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""interestingly if I delete:\nWorld of Warcraft\\_retail_\\Cache\nWorld of Warcraft\\_reta",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,39222,\\_retail_\\Cache\nWorld,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""interestingly if I delete:\nWorld of Warcraft\\_retail_\\Cache\nWorld of Warcraft\\_reta",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,39222,\\_retail_\\WTF\\Account\nWorld,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""interestingly if I delete:\nWorld of Warcraft\\_retail_\\Cache\nWorld of Warcraft\\_reta",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,39222,\\_retail_\\WTF\\SavedVariables\n\nfrom,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""interestingly if I delete:\nWorld of Warcraft\\_retail_\\Cache\nWorld of Warcraft\\_reta",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,39222,f:\nWorld,Absolute Path,UNKNOWN_EXTERNAL,Low,No,Yes,High,"""content"": ""interestingly if I delete:\nWorld of Warcraft\\_retail_\\Cache\nWorld of Warcraft\\_reta",No,Yes,No,No,archive_skip,Yes
AI_Studio\4_Archive\DiscordData\discord_export_troubleshooting.json,39222,\\_retail_\\Cache\nWorld,Absolute Path,NETWORK_SHARE,Low,No,Yes,High,"""content"": ""interestingly if I delete:\nWorld of Warcraft\\_retail_\\Cache\nWorld of Warcraft\\_reta",No,Yes,No,No,archive_skip,Yes
